,Unnamed: 0,drugName,condition
3206,127083,prednisolone / sulfacetamide sodium,"Conjunctivitis, Bacterial"
3207,127200,ifex,Testicular Cance
3208,127238,resorcinol / sulfur,Acne
3209,127272,periogard,Gingivitis
3210,127569,zostrix,Osteoarthritis
3211,127603,phrenilin,Headache
3212,127698,arformoterol,moterol)
3213,127778,vicks dayquil cold & flu relief,Sinus Symptoms
3214,127956,vincasar pfs,Cance
3215,127962,phenylephrine / pyrilamine,Sinusitis
3216,128281,fluoroplex,Skin Cance
3217,128287,slippery elm,Herbal Supplementation
3218,128379,rayaldee,Hyperparathyroidism Secondary to Renal Impairment
3219,128885,ob complete gold,Vitamin/Mineral Supplementation during Pregnancy/Lactation
3220,128956,varubi,"Nausea/Vomiting, Chemotherapy Induced"
3221,128963,rid,Head Lice
3222,129405,benadryl allergy sinus,Allergic Rhinitis
3223,129426,cometriq,Thyroid Cance
3224,129493,temsirolimus,Renal Cell Carcinoma
3225,129788,proglycem,Hypoglycemia
3226,130092,doculax,"Constipation, Acute"
3227,130283,apomorphine,Parkinson's Disease
3228,130317,diastat acudial,Seizures
3229,130396,alka-seltzer plus cold formula sparkling original effervescent tablets,Sinus Symptoms
3230,130490,trixaicin hp,Pain
3231,130502,norpace,Arrhythmia
3232,130623,darvocet-n 50,Pain
3233,130993,advil migraine,Headache
3234,131175,gramicidin / neomycin / polymyxin b,"Conjunctivitis, Bacterial"
3235,131222,optivar,"Conjunctivitis, Allergic"
3236,131475,estraderm,Postmenopausal Symptoms
3237,131515,betadine aerosol spray,Topical Disinfection
3238,131564,oasis tears,Eye Redness
3239,132008,scytera,Psoriasis
3240,132193,prednicot,Rheumatoid Arthritis
3241,132198,augmentin es-600,Urinary Tract Infection
3242,132214,pernox,Acne
3243,132263,noroxin,Urinary Tract Infection
3244,132423,isoptin sr,Cluster Headaches
3245,132489,axid,GERD
3246,132522,todays health nasal  relief extra moisturizing,Nasal Congestion
3247,132535,palladone,Pain
3248,132599,methitest,"Hypogonadism, Male"
3249,132733,peganone,Epilepsy
3250,132774,acetic acid / antipyrine / benzocaine / polycosanol,Ear Wax Impaction
3251,132973,pin-x,Pinworm Infection (Enterobius vermicularis)
3252,133005,zioptan,Glaucoma/Intraocular Hypertension
3253,133007,mifepristone,Abortion
3254,133276,gentian violet,Oral Thrush
3255,133695,istodax,Peripheral T-cell Lymphoma
3256,133784,stalevo 150,Parkinson's Disease
3257,133816,hydralazine / hydrochlorothiazide / reserpine,High Blood Pressure
3258,134014,dimethyl sulfoxide,Not Listed / Othe
3259,134035,theratears,Eye Redness
3260,134752,oxtellar xr,Seizures
3261,134822,triple paste,Diaper Rash
3262,135418,daptomycin,Skin and Structure Infection
3263,135605,azmacort,Asthma
3264,135743,prax,Pruritus
3265,135744,devrom,Gas
3266,135930,psorcon,Skin Rash
3267,136178,robitussin cough + chest congestion dm,Cough
3268,136455,palonosetron,"Nausea/Vomiting, Postoperative"
3269,136537,zostrix diabetic foot pain,Diabetic Peripheral Neuropathy
3270,136668,fallback solo,Emergency Contraception
3271,136773,striverdi respimat,COPD
3272,137148,fosinopril,High Blood Pressure
3273,137217,capex,Atopic Dermatitis
3274,137365,deconamine,Allergic Rhinitis
3275,137666,loratadine-d 24 hour,Nasal Congestion
3276,137956,eplerenone,High Blood Pressure
3277,137970,pirbuterol,"Asthma, acute"
3278,137997,depakote sprinkles,Mania
3279,138108,refresh pm,Eye Redness
3280,138226,cholecalciferol / folic acid,Dietary Supplementation
3281,138603,larissia,Birth Control
3282,138634,insta-glucose,Hypoglycemia
3283,138645,prevalite,"Hyperlipoproteinemia Type IIa, Elevated LDL"
3284,138725,integra,Anemia
3285,138734,eskalith-cr,Bipolar Disorde
3286,138850,clioquinol,Tinea Pedis
3287,138889,clarinex-d 12 hour,Allergic Rhinitis
3288,139205,zyloprim,Gout
3289,139399,prevacid otc,GERD
3290,139431,provocholine,Diagnosis and Investigation
3291,139442,colyte,Bowel Preparation
3292,139552,vospire er,Bronchospasm Prophylaxis
3293,139600,virtussin a / c,Cough
3294,139623,xgeva,Hypercalcemia of Malignancy
3295,139699,magnevist,CNS Magnetic Resonance Imaging
3296,139868,maxitrol,"Conjunctivitis, Bacterial"
3297,139893,cortizone-10,Eczema
3298,140093,razadyne er,Alzheimer's Disease
3299,140134,calcifediol,Hyperparathyroidism Secondary to Renal Impairment
3300,140358,kazano,"Diabetes, Type 2"
3301,140429,cepacol dual relief sore throat,Sore Throat
3302,140623,natesto,"Hypogonadism, Male"
3303,140734,reslizumab,Asthma
3304,140975,tums regular strength,GERD
3305,141106,crinone,Progesterone Insufficiency
3306,141463,valcyte,CMV Prophylaxis
3307,141614,dornase alfa,Cystic Fibrosis
3308,142211,mucinex dm maximum strength,Expectoration
3309,142283,macitentan,Pulmonary Hypertension
3310,142521,loprox,Seborrheic Dermatitis
3311,142746,polidocanol,Varicose Veins
3312,143232,hydroxocobalamin,Vitamin B12 Deficiency
3313,143352,alka-seltzer cold and sinus,Sinus Symptoms
3314,143386,gadoxetate disodium,Liver Magnetic Resonance Imaging
3315,143559,desonate,Eczema
3316,143635,trizivir,HIV Infection
3317,143917,dimetapp children's cold & cough,Cough and Nasal Congestion
3318,143950,tranxene sd,Anxiety
3319,144072,fenoprofen,"Gout, Acute"
3320,144932,nimodipine,Migraine Prevention
3321,145028,cleocin ovules,Bacterial Vaginitis
3322,145041,jantoven,Prevention of Thromboembolism in Atrial Fibrillation
3323,145052,sudafed 12-hour,Nasal Congestion
3324,145264,ethambutol,"Mycobacterium avium-intracellulare, Treatment"
3325,145269,epivir-hbv,Hepatitis B
3326,145302,codeine / guaifenesin / pseudoephedrine,Cold Symptoms
3327,145689,vitamin b6,Nausea/Vomiting
3328,145755,timoptic ocudose,"Glaucoma, Open Angle"
3329,145889,trokendi xr,Seizure Prevention
3330,146068,ibudone,Pain
3331,146100,nafarelin,Endometriosis
3332,146286,ovidrel,"Hypogonadism, Male"
3333,146329,dasetta 1 / 35,Birth Control
3334,146379,relion / novolin 70 / 30,"Diabetes, Type 1"
3335,146617,intron a,Hepatitis C
3336,146681,ery pads,Acne
3337,146751,uniretic,High Blood Pressure
3338,146868,hydrocortisone / lidocaine,Hemorrhoids
3339,146924,naftin,Tinea Cruris
3340,147003,dantrolene,Chronic Spasticity
3341,147661,tetrahydrozoline,Eye Redness
3342,147698,vasculera,Dietary Supplementation
3343,147731,diazoxide,Hypoglycemia
3344,148439,benzoyl peroxide / salicylic acid,Acne
3345,148459,xodol,Back Pain
3346,148690,retre-gel,Cold Sores
3347,148712,carmol 20,Dermatological Disorders
3348,148746,fletchers castoria,Constipation
3349,149346,trimethobenzamide,Nausea/Vomiting
3350,149724,vitamin d2,Vitamin D Deficiency
3351,149755,pedipirox-4,"Onychomycosis, Toenail"
3352,149970,pr natal 400,Vitamin/Mineral Supplementation during Pregnancy/Lactation
3353,150016,saizen,Adult Human Growth Hormone Deficiency
3354,150100,alocril,"Conjunctivitis, Allergic"
3355,150178,innohep,Deep Vein Thrombosis
3356,150667,coricidin hbp cough & cold,Cough and Nasal Congestion
3357,150800,actonel with calcium,Osteoporosis
3358,150985,aller-ease,Urticaria
3359,151000,treanda,Non-Hodgkin's Lymphoma
3360,151007,fludarabine,Chronic Lymphocytic Leukemia
3361,151103,bc fast pain relief,Headache
3362,151516,ulesfia,Head Lice
3363,151580,carfilzomib,Multiple Myeloma
3364,151680,rocaltrol,Hypocalcemia
3365,151682,senexon,Constipation
3366,151776,simbrinza,"Glaucoma, Open Angle"
3367,151785,naproxen / pseudoephedrine,Sinus Symptoms
3368,152244,ethchlorvynol,Insomnia
3369,152819,senna s,"Constipation, Acute"
3370,152883,ferrlecit,Anemia Associated with Chronic Renal Failure
3371,153166,plexion cleanser,Rosacea
3372,153797,luxiq,Dermatological Disorders
3373,153954,dexasone,Lymphoma
3374,154090,proleukin,Renal Cell Carcinoma
3375,154607,neupogen,Neutropenia Associated with Chemotherapy
3376,154615,sensorcaine-mpf,Local Anesthesia
3377,154745,dextromethorphan / phenylephrine / pyrilamine,Cold Symptoms
3378,155106,medi-quik spray,Pain
3379,155199,streptokinase,Heart Attack
3380,155284,hydralazine / isosorbide dinitrate,Heart Failure
3381,155499,butisol sodium,Sedation
3382,155839,phoslo,Hyperphosphatemia
3383,155947,acetaminophen / caffeine / magnesium salicylate,Muscle Pain
3384,156232,peppermint,Nausea/Vomiting
3385,156436,midostaurin,Systemic Mastocytosis
3386,156700,calcium / vitamin d,Osteoporosis
3387,156754,calcium carbonate / risedronate,Osteoporosis
3388,156778,riociguat,Pulmonary Hypertension
3389,156910,zemaira,Alpha-1 Proteinase Inhibitor Deficiency
3390,156966,acetaminophen / dexbrompheniramine / pseudoephedrine,Allergic Rhinitis
3391,157040,clemastine,Allergic Rhinitis
3392,157050,pacerone,Arrhythmia
3393,157100,valganciclovir,CMV Prophylaxis
3394,157208,urised,Urinary Tract Infection
3395,157584,folotyn,Peripheral T-cell Lymphoma
3396,157747,amevive,Psoriasis
3397,158119,mylanta gas,Gas
3398,158284,midol extended relief,Period Pain
3399,158313,desloratadine / pseudoephedrine,Allergic Rhinitis
3400,158402,extina,Seborrheic Dermatitis
3401,158605,lomaira,Weight Loss
3402,158793,acarbose,"Diabetes, Type 2"
3403,158817,antihemophilic factor,Hemophilia A
3404,159000,zileuton,"Asthma, Maintenance"
3405,159013,amethyst,Birth Control
3406,159208,midamor,High Blood Pressure
3407,159209,oxytocin,Labor Induction
3408,159221,iluvien,Diabetic Macular Edema
3409,159247,mavik,Heart Failure
3410,159308,aldomet,High Blood Pressure
3411,159361,grifulvin v,Dermatophytosis
